SMILES,logP,MW
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21,-1.24,426.45
CCC(=O)[O-],-0.85,73.07
CCCC(=O)[O-],-0.46,87.1
C=CS(=O)(=O)[O-],-0.32,107.11
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],3.87,293.45
O=c1[n-]c(=O)n(Cl)c(=O)n1Cl,-1.67,196.96
CN1C2=CC(=O)C(=NNC(N)=O)C=C2CC1S(=O)(=O)[O-],-1.39,299.29
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,-1.96,454.47
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1,-1.89,382.4
O=S(=O)([O-])CC(S)CS,-0.24,187.29
C[C@]12CC[C@H](OS(=O)(=O)[O-])CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3.36,367.49
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],-1.24,460.49
C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O,1.54,253.35
O=C([O-])c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,1.74,403.41
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1.81,279.34
Cc1cnc(C(=O)O)c[n+]1[O-],-0.28,154.12
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,-1.89,350.4
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,6.99,461.67
O=C([O-])c1ccccc1O,-0.24,137.11
CC(N)Cc1ccc(O)cc1,1.28,151.21
CC[N+](C)(C)Cc1ccccc1Br,3.05,243.17
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,2.19,154.25
CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)C24OO3,2.84,298.38
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,3.07,206.28
C[N+](C)(C)CC(=O)[O-],-1.56,117.15
C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1.94,305.37
CCC(C)(CCC(C)C)C(=O)O[Sn](C)(C)OC(=O)C(C)(CC)CCC(C)C,6.48,491.3
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,10.6,410.73
C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,-0.83,277.28
C=CC(N)CCC(=O)O,0.36,129.16
C=CCN=C=S,1.28,99.16
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,2.95,270.16
c1csc(C2(N3CCCCC3)CCCCC2)c1,4.39,249.42
c1ccc2c(c1)OCC(CN1CCCCC1)O2,2.31,233.31
C1CCc2nnnn2CC1,0.4,138.17
C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,1.75,431.36
c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CN2CCC1CC2,4.63,322.48
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1.12,337.35
COC(C)=O,0.18,74.08
C/C=C/C/C=C\CCCCCCCCOC(C)=O,4.8,252.4
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,5.21,302.46
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,4.15,380.51
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,4.45,340.33
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.47,388.68
CC(C)CCON=O,1.73,117.15
CNC(C)CC1CCCCC1,2.56,155.28
CCOC(C)OCC,1.41,118.18
CC1CC(O)CC(C)(C)C1,2.19,142.24
CC1(O)CCC(C(C)(C)O)CC1,1.7,172.27
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C,2.99,268.49
Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,4.63,224.35
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,2.75,283.31
CC1=NC(C)OC1C,1.21,113.16
CC=C(CC)C(=O)NC(N)=O,0.54,156.18
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,4.02,332.4
CCc1ncnc2cc(OC)c(OC)cc12,2.21,218.26
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC,1.69,469.39
CCCC(CCC)C(N)=O,1.69,143.23
CCCc1ccc(C(=O)O)cc1,2.34,164.2
CCCCC(=O)O,1.26,102.13
CCCCCC(O)/C=C/C=O,1.68,156.22
CCCCNC(C)(C)[PH](=O)O,1.58,179.2
CCOC(=S)SSC(=S)OCC,3.01,242.41
C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1,4.48,298.39
CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,4.29,316.43
CN[C@@H](C)Cc1ccccc1,1.84,149.24
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,2.41,439.58
Cc1cccc(C(C)c2c[nH]cn2)c1C,3.18,200.29
CC1CCCCN1CCCOC(=O)c1ccccc1,3.11,261.36
CCCN1CCC[C@@H](c2cccc(O)c2)C1,2.98,219.33
CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,5.25,387.61
CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1,4.65,298.39
CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN,1.94,358.62
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,2.42,270.76
Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,4.41,269.17
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,1.95,245.11
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,3.84,323.39
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1OC(=O)c1ccccc1)N2C,1.87,303.36
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1.87,303.36
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,1.16,285.34
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,3.31,468.59
N=C(N)n1cccn1,-0.38,110.12
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,-1.24,460.44
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,1.77,246.35
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@@H]1OC,2.93,428.53
COC(=O)C(c1ccccc1)C1CCCCN1,2.09,233.31
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,1.39,248.28
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,2.39,466.63
CCNC1(c2cccs2)CCCCC1=O,2.7,223.34
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl)cc1,-0.09,413.28
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1.09,272.37
CNC(C)C(O)c1ccc(O)cc1,1.03,181.24
NCC(O)c1cccc(O)c1,0.38,153.18
CCNCC(O)c1cccc(O)c1,1.04,181.24
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0.7,240.3
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1.75,311.38
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,0.85,355.85
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,4.88,371.16
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,0.7,265.52
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,2.48,300.14
OCC(O)COc1ccc(Cl)cc1,1.07,202.64
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.42,342.88
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.95,299.76
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,2.64,286.72
O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,4.21,278.14
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,3.27,294.74
C[C@@H](Cc1ccccc1)N(C)C,2.18,163.26
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,4.28,339.48
CN(C)Cc1ccccc1,1.75,135.21
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1.91,269.35
CN(Cc1ccccc1)Cc1ccccc1,3.32,211.31
CN[C@]1(c2ccccc2Cl)CCCCC1=O,2.9,237.73
CN[C@@]1(c2ccccc2Cl)CCCCC1=O,2.9,237.73
CN1C(=O)OC(C)(C)C1=O,0.37,143.14
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,-1.42,236.28
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,1.78,289.33
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1.93,289.38
CNC(=O)OCc1cccc(COC(=O)NC)n1,0.79,253.26
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,-0.54,424.39
COC(=O)c1ccccc1C(=O)OC,1.26,194.19
COc1ccc(/C=C/C(=O)O)cc1,1.79,178.19
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,2.07,384.43
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.65,338.04
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.02,288.03
FC(F)OC(Cl)C(F)(F)F,2.35,184.49
FCOC(C(F)(F)F)C(F)(F)F,2.42,200.05
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,-0.46,247.25
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.85,386.26
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.62,356.44
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,4.47,363.82
CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,4.05,330.36
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,-6.3,467.52
[2H]C([2H])([2H])[C@H](N)Cc1ccccc1,1.58,138.23
N=C(N)NCC1COc2ccccc2O1,0.31,207.23
NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,-0.5,279.23
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,1.5,344.41
NC(=O)C1c2ccccc2CCc2ccccc21,2.4,237.3
CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21,-1.29,236.23
CC(C)C[C@H](CN)CC(=O)O,1.08,159.23
Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1,-0.59,229.26
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,-0.17,395.42
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)[C@H]2SC1,-0.54,453.46
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,2.04,223.23
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,-3.59,405.5
NCC1CCC(C(=O)O)CC1,0.84,157.21
NCCCC(=O)O,-0.19,103.12
CCCCCCCCCCCCOCCCN,4.27,243.43
Oc1cc(O)cc(O)c1,0.8,126.11
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,-1.2,328.27
C[C@@H]([C@H](O)c1ccccc1)N(C)C,1.67,179.26
CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO,-3.23,221.21
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,-1.45,173.21
CCN(CC)CCOC[C@H]1O[C@@H](O)[C@H](OCCN(CC)CC)[C@@H](O)[C@@H]1O,-0.49,378.51
CC#CCC(C)[C@H](O)/C=C/C1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)C[C@H]12,3.54,360.49
CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,-4.03,309.27
OC[C@@H](O)C(O)[C@H](O)CO,-2.95,152.15
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,-3.22,180.16
OC1OC[C@@H](O)[C@H](O)[C@@H]1O,-2.58,150.13
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,-5.4,342.3
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1.85,287.36
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-1.28,191.14
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-5.4,342.3
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.91,323.13
CC(=O)Nc1ccc(OC(C)=O)cc1,1.57,193.2
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,3.17,313.35
C=CCCCCCCCCC(=O)OC,3.47,198.31
CCCCCCCCCCCCCCCCCC(=O)OCCO,5.78,328.54
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,-1.81,362.39
CCCC(C)(COC(N)=O)COC(N)=O,0.98,218.25
CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,0.19,223.32
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,1.02,284.32
Cc1cccc(C)c1NC(=O)NC1=CCCN1C,2.6,245.33
CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1,1.26,256.35
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,-0.24,339.39
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.9,345.85
O=C(O)/C=C/c1ccccc1,1.78,148.16
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H](C(=O)O)C(C)C,4.16,435.53
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,0.24,440.42
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,2.64,240.43
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,4.4,310.39
CCN(CC)CCOC(=O)c1cccnc1,1.58,222.29
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1.29,312.41
O=C(O)C1CCCN1,-0.18,115.13
CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-2.28,311.34
O=C(O)c1ccc(OCCn2ccnc2)cc1,1.66,232.24
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,3.45,408.58
O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,2.97,391.2
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,3.88,285.43
CCCCCCCC(=O)O,2.43,144.21
COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O,2.65,354.45
CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1,4.24,365.43
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,2.77,430.55
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,1.6,417.51
CCCCCCOC(=O)c1cccnc1,2.82,207.27
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,6.72,390.56
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,2.21,264.28
O=C1CC[C@@H](C(=O)N[C@H]2C[C@@H]2c2ccccc2)N1,0.94,244.29
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,1.49,240.27
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1.04,246.27
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.7,232.24
C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,1.35,238.29
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-1.77,168.11
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,1.39,226.28
CC1CN(c2ccccc2)NC1=O,1.17,176.22
O=C1CCCCC1CN1CCCCC1,2.23,195.31
C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,1.62,318.37
O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,0.08,163.18
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.18,194.19
O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12,1.24,232.29
O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,3.27,362.47
O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,-0.12,322.15
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,2.35,335.34
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br,2.24,357.23
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.86,250.28
O=C(O)C=CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1.52,353.38
N=C(N)NCC1COC2(CCCCC2)O1,0.55,213.28
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,-7.29,484.5
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,-3.85,447.53
CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,0.64,287.3
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1,-1.36,493.54
O=C(O)CCC(=O)C(=O)O,-0.5,146.1
O=C(O)c1ccccc1O,1.09,138.12
O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,1.73,341.41
CCCCC(O)c1ccccc1,2.91,164.25
C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,2.85,317.5
CCCCNCC(O)c1ccc(O)cc1,1.82,209.29
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,-0.46,309.53
OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,-0.46,309.53
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,0.04,462.51
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,2.28,286.24
CCCCc1ccc(O)cc1,2.73,150.22
O=S(=O)(O)c1cc(O)ccc1O,0.34,190.18
O=C(OCCO)c1ccccc1O,0.54,182.18
COc1ccccc1O,1.4,124.14
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3.08,221.21
C/C(=N\Cc1ccccc1)c1ccccc1O,3.4,225.29
C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2.89,378.51
CCCCCCCCCCCC(=O)OCC(O)CO,2.8,274.4
OCC=Cc1ccccc1,1.69,134.18
OCc1ccccc1,1.18,108.14
OCCOCCOCCO,-1.0,150.17
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,-4.8,388.3
S=C(NC1CCCCC1)NC1CCCCC1,3.12,240.42
Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1,2.54,384.37
COc1ccc(/N=N/c2cc(C)c(/N=N/c3ccc(S(=O)(=O)[O-])cc3)cc2OC)cc1,5.75,439.47
CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,3.22,259.2
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,4.93,284.4
C=CC(=O)OCCO,-0.29,116.12
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.28,262.44
CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,2.3,230.26
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,4.78,335.83
Cc1ccc2ccccc2c1C,3.46,156.23
COCC(C)N(C(=O)CCl)c1c(C)csc1C,2.97,275.8
Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,3.46,229.28
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,4.24,367.82
Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1.68,214.27
Nc1ccc(/N=N\c2ccccc2)c(N)c1,3.27,212.26
Clc1nc2ccccc2nc1Cl,2.94,199.04
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,3.16,283.8
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,4.48,239.32
c1ccc(N=NNc2ccccc2)cc1,3.8,197.24
Nc1ccc(Br)cc1,2.03,172.03
CCCCOCCOC(C)=O,1.37,160.21
C=CC(=O)OCCCCO,0.49,144.17
O=C(CC(=O)C(F)(F)F)c1ccccc1,2.39,216.16
CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,4.02,353.42
CC(C)CCCCCCCCCCCCCCC(=O)O,6.19,284.48
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,4.13,318.33
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1.58,256.21
O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,4.61,272.3
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,2.73,324.68
OC[P+](CO)(CO)CO,-1.2,155.11
CC(C)(C)OC(=O)c1ccc(O)cc1,2.35,194.23
CC(C)COC(=O)c1ccc(O)cc1,2.2,194.23
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,3.61,272.39
C1CN(SSN2CCOCC2)CCO1,0.86,236.36
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,2.57,370.46
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,3.89,345.4
CC(=O)Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccccc3)c(O)c12,2.73,463.45
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,2.37,247.14
C=CCOC(=O)C(=C)C,1.29,126.15
C=CC(=O)NCNC(=O)C=C,-0.45,154.17
c1ccc2cc3c(ccc4ccccc43)cc2c1,5.15,228.29
c1ccc(B(c2ccccc2)c2ccccc2)cc1,2.2,242.13
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,3.88,393.85
CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,3.46,403.91
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,3.64,290.83
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,5.43,394.05
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.76,303.17
CCOP(=S)(Cl)OCC,2.52,188.62
N#CSCc1ccccc1,2.4,149.22
NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,3.46,344.34
Nc1ccccc1C(=O)OCCc1ccccc1,2.67,241.29
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.5,168.11
CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,3.26,413.61
CCCCCCCCCCCC(=O)N(C)CC(=O)O,3.45,271.4
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,4.01,436.54
Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,4.7,390.44
COC(=O)Nc1nc2ccccc2[nH]1,1.74,191.19
O=C(N=NC(=O)OCc1ccccc1)OCc1ccccc1,4.11,298.3
CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,3.93,250.38
O=C1c2ccccc2C(=O)C1(O)O,-0.25,178.14
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,3.4,273.29
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,1.95,410.42
Oc1ccc2c(c1)-c1ccccc1C2,2.96,182.22
Oc1ccc(Oc2ccccc2)cc1,3.18,186.21
Oc1cccc(Nc2ccccc2)c1,3.14,185.23
S=C(Nc1ccccc1)Nc1ccccc1,3.5,228.32
S=c1[nH]c2ccccc2[nH]1,2.23,150.21
C1=CCC([Ti+2]C2=CC=CC2)=C1,2.76,178.06
COc1ccccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(NC(C)=O)c2c1O,2.74,493.48
COc1cc(S(=O)(=O)[O-])c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)[O-])ccc12,3.09,450.45
